Subject,Seed,Chain,Iter,dots,x,y
base1_1,1,1,1,1,145.79,-118.67
base1_1,1,1,1,2,246.67,-74.46
base1_1,1,1,1,3,144.74,88.74
base1_1,1,1,1,4,6.63,-176.16
base1_1,1,1,1,5,193.69,1.94
base1_1,1,1,1,6,43.64,54.99
base1_1,1,1,1,7,15.8,52.81
base1_1,1,1,1,8,-29.44,-191.71
base1_1,1,1,1,9,87.9,143.12
base1_1,1,1,1,10,15.03,-153.45
base1_1,1,1,1,11,134.67,176.86
base1_1,1,1,1,12,4.06,-59.92
base1_1,1,1,1,13,59.24,147.96
base1_1,1,1,1,14,200.41,91.91
base1_1,1,1,1,15,-0.47,1.21
AAKFUMPLS0U6N,1,1,2,1,-19,-179
AAKFUMPLS0U6N,1,1,2,2,16,-152
AAKFUMPLS0U6N,1,1,2,3,31,-117
AAKFUMPLS0U6N,1,1,2,4,163,-61
AAKFUMPLS0U6N,1,1,2,5,183,49
AAKFUMPLS0U6N,1,1,2,6,243,3
AAKFUMPLS0U6N,1,1,2,7,-59,28
AAKFUMPLS0U6N,1,1,2,8,-4,-23
AAKFUMPLS0U6N,1,1,2,9,47,-24
AAKFUMPLS0U6N,1,1,2,10,115,170
AAKFUMPLS0U6N,1,1,2,11,35,49
AAKFUMPLS0U6N,1,1,2,12,0,88
AAKFUMPLS0U6N,1,1,2,13,68,99
AAKFUMPLS0U6N,1,1,2,14,-117,111
AAKFUMPLS0U6N,1,1,2,15,-173,24
A2BHCOFA55GS4D,1,1,3,1,60,-169
A2BHCOFA55GS4D,1,1,3,2,69,-148
A2BHCOFA55GS4D,1,1,3,3,75,-121
A2BHCOFA55GS4D,1,1,3,4,72,-55
A2BHCOFA55GS4D,1,1,3,5,67,-36
A2BHCOFA55GS4D,1,1,3,6,74,-13
A2BHCOFA55GS4D,1,1,3,7,106,-113
A2BHCOFA55GS4D,1,1,3,8,151,-92
A2BHCOFA55GS4D,1,1,3,9,81,15
A2BHCOFA55GS4D,1,1,3,10,61,50
A2BHCOFA55GS4D,1,1,3,11,170,-72
A2BHCOFA55GS4D,1,1,3,12,99,47
A2BHCOFA55GS4D,1,1,3,13,120,60
A2BHCOFA55GS4D,1,1,3,14,159,-55
A2BHCOFA55GS4D,1,1,3,15,173,-28
A3EGOJCE85CS4I,1,1,4,1,116,-150
A3EGOJCE85CS4I,1,1,4,2,137,-134
A3EGOJCE85CS4I,1,1,4,3,138,-114
A3EGOJCE85CS4I,1,1,4,4,142,-88
A3EGOJCE85CS4I,1,1,4,5,193,-55
A3EGOJCE85CS4I,1,1,4,6,190,-33
A3EGOJCE85CS4I,1,1,4,7,181,0
A3EGOJCE85CS4I,1,1,4,8,161,13
A3EGOJCE85CS4I,1,1,4,9,57,24
A3EGOJCE85CS4I,1,1,4,10,41,-1
A3EGOJCE85CS4I,1,1,4,11,87,56
A3EGOJCE85CS4I,1,1,4,12,73,41
A3EGOJCE85CS4I,1,1,4,13,109,69
A3EGOJCE85CS4I,1,1,4,14,49,-34
A3EGOJCE85CS4I,1,1,4,15,112,-48
A1XCYK5V5N198O,1,1,5,1,186,-84
A1XCYK5V5N198O,1,1,5,2,186,-44
A1XCYK5V5N198O,1,1,5,3,176,-8
A1XCYK5V5N198O,1,1,5,4,162,8
A1XCYK5V5N198O,1,1,5,5,102,-152
A1XCYK5V5N198O,1,1,5,6,96,-122
A1XCYK5V5N198O,1,1,5,7,22,-82
A1XCYK5V5N198O,1,1,5,8,110,-54
A1XCYK5V5N198O,1,1,5,9,30,-38
A1XCYK5V5N198O,1,1,5,10,98,-80
A1XCYK5V5N198O,1,1,5,11,30,-132
A1XCYK5V5N198O,1,1,5,12,22,-104
A1XCYK5V5N198O,1,1,5,13,28,-68
A1XCYK5V5N198O,1,1,5,14,34,-14
A1XCYK5V5N198O,1,1,5,15,42,4
A10FD9FPQE5X68,1,1,6,1,86,-153
A10FD9FPQE5X68,1,1,6,2,93,-121
A10FD9FPQE5X68,1,1,6,3,97,-91
A10FD9FPQE5X68,1,1,6,4,102,-71
A10FD9FPQE5X68,1,1,6,5,175,-88
A10FD9FPQE5X68,1,1,6,6,177,-60
A10FD9FPQE5X68,1,1,6,7,171,-32
A10FD9FPQE5X68,1,1,6,8,174,-1
A10FD9FPQE5X68,1,1,6,9,25,-158
A10FD9FPQE5X68,1,1,6,10,25,-130
A10FD9FPQE5X68,1,1,6,11,17,-104
A10FD9FPQE5X68,1,1,6,12,24,-88
A10FD9FPQE5X68,1,1,6,13,32,-56
A10FD9FPQE5X68,1,1,6,14,38,-39
A10FD9FPQE5X68,1,1,6,15,42,-28
A3H38T9CG15I0F,1,1,7,1,167,-113
A3H38T9CG15I0F,1,1,7,2,173,-92
A3H38T9CG15I0F,1,1,7,3,173,-70
A3H38T9CG15I0F,1,1,7,4,174,-47
A3H38T9CG15I0F,1,1,7,5,105,-170
A3H38T9CG15I0F,1,1,7,6,105,-147
A3H38T9CG15I0F,1,1,7,7,109,-125
A3H38T9CG15I0F,1,1,7,8,111,-106
A3H38T9CG15I0F,1,1,7,9,35,-194
A3H38T9CG15I0F,1,1,7,10,35,-182
A3H38T9CG15I0F,1,1,7,11,33,-161
A3H38T9CG15I0F,1,1,7,12,38,-131
A3H38T9CG15I0F,1,1,7,13,45,-110
A3H38T9CG15I0F,1,1,7,14,50,-91
A3H38T9CG15I0F,1,1,7,15,50,-76
AAWJ5PU6UJW4K,1,1,8,1,23,-192
AAWJ5PU6UJW4K,1,1,8,2,22,-176
AAWJ5PU6UJW4K,1,1,8,3,20,-125
AAWJ5PU6UJW4K,1,1,8,4,20,-148
AAWJ5PU6UJW4K,1,1,8,5,17,-96
AAWJ5PU6UJW4K,1,1,8,6,17,-77
AAWJ5PU6UJW4K,1,1,8,7,17,-60
AAWJ5PU6UJW4K,1,1,8,8,82,-121
AAWJ5PU6UJW4K,1,1,8,9,83,-99
AAWJ5PU6UJW4K,1,1,8,10,84,-72
AAWJ5PU6UJW4K,1,1,8,11,81,-48
AAWJ5PU6UJW4K,1,1,8,12,133,-86
AAWJ5PU6UJW4K,1,1,8,13,132,-64
AAWJ5PU6UJW4K,1,1,8,14,131,-46
AAWJ5PU6UJW4K,1,1,8,15,130,-32
A345J4HHYRKRJ2,1,1,9,1,138,-113
A345J4HHYRKRJ2,1,1,9,2,138,-97
A345J4HHYRKRJ2,1,1,9,3,138,-71
A345J4HHYRKRJ2,1,1,9,4,138,-43
A345J4HHYRKRJ2,1,1,9,5,93,-139
A345J4HHYRKRJ2,1,1,9,6,91,-109
A345J4HHYRKRJ2,1,1,9,7,91,-86
A345J4HHYRKRJ2,1,1,9,8,91,-29
A345J4HHYRKRJ2,1,1,9,9,37,-187
A345J4HHYRKRJ2,1,1,9,10,37,-163
A345J4HHYRKRJ2,1,1,9,11,33,-132
A345J4HHYRKRJ2,1,1,9,12,33,-97
A345J4HHYRKRJ2,1,1,9,13,33,-73
A345J4HHYRKRJ2,1,1,9,14,33,-55
A345J4HHYRKRJ2,1,1,9,15,34,-33
AKGNG7W9LGCRI,1,1,10,1,70,-160
AKGNG7W9LGCRI,1,1,10,2,72,-142
AKGNG7W9LGCRI,1,1,10,3,68,-124
AKGNG7W9LGCRI,1,1,10,4,67,-103
AKGNG7W9LGCRI,1,1,10,5,66,-80
AKGNG7W9LGCRI,1,1,10,6,56,-52
AKGNG7W9LGCRI,1,1,10,7,131,-158
AKGNG7W9LGCRI,1,1,10,8,129,-129
AKGNG7W9LGCRI,1,1,10,9,123,-107
AKGNG7W9LGCRI,1,1,10,10,128,-79
AKGNG7W9LGCRI,1,1,10,11,196,-86
AKGNG7W9LGCRI,1,1,10,12,187,-63
AKGNG7W9LGCRI,1,1,10,13,183,-40
AKGNG7W9LGCRI,1,1,10,14,179,-16
AKGNG7W9LGCRI,1,1,10,15,59,-37
A1EHHEPL5XZ7NU,1,1,11,1,89,-172
A1EHHEPL5XZ7NU,1,1,11,2,85,-152
A1EHHEPL5XZ7NU,1,1,11,3,85,-134
A1EHHEPL5XZ7NU,1,1,11,4,85,-117
A1EHHEPL5XZ7NU,1,1,11,5,86,-96
A1EHHEPL5XZ7NU,1,1,11,6,86,-71
A1EHHEPL5XZ7NU,1,1,11,7,144,-111
A1EHHEPL5XZ7NU,1,1,11,8,143,-142
A1EHHEPL5XZ7NU,1,1,11,9,88,-61
A1EHHEPL5XZ7NU,1,1,11,10,144,-88
A1EHHEPL5XZ7NU,1,1,11,11,144,-65
A1EHHEPL5XZ7NU,1,1,11,12,184,-139
A1EHHEPL5XZ7NU,1,1,11,13,188,-117
A1EHHEPL5XZ7NU,1,1,11,14,187,-95
A1EHHEPL5XZ7NU,1,1,11,15,189,-68
A2595RCQA8T5MR,1,1,12,1,92,-172
A2595RCQA8T5MR,1,1,12,2,92,-158
A2595RCQA8T5MR,1,1,12,3,89,-137
A2595RCQA8T5MR,1,1,12,4,190,-108
A2595RCQA8T5MR,1,1,12,5,86,-116
A2595RCQA8T5MR,1,1,12,6,87,-99
A2595RCQA8T5MR,1,1,12,7,89,-82
A2595RCQA8T5MR,1,1,12,8,142,-164
A2595RCQA8T5MR,1,1,12,9,143,-147
A2595RCQA8T5MR,1,1,12,10,143,-127
A2595RCQA8T5MR,1,1,12,11,143,-112
A2595RCQA8T5MR,1,1,12,12,143,-95
A2595RCQA8T5MR,1,1,12,13,192,-161
A2595RCQA8T5MR,1,1,12,14,192,-147
A2595RCQA8T5MR,1,1,12,15,190,-125
A2KDVHF0E0EINH,1,1,13,1,194,-102
A2KDVHF0E0EINH,1,1,13,2,189,-126
A2KDVHF0E0EINH,1,1,13,3,190,-145
A2KDVHF0E0EINH,1,1,13,4,184,-167
A2KDVHF0E0EINH,1,1,13,5,150,-165
A2KDVHF0E0EINH,1,1,13,6,151,-147
A2KDVHF0E0EINH,1,1,13,7,154,-105
A2KDVHF0E0EINH,1,1,13,8,155,-127
A2KDVHF0E0EINH,1,1,13,9,109,-169
A2KDVHF0E0EINH,1,1,13,10,111,-144
A2KDVHF0E0EINH,1,1,13,11,110,-121
A2KDVHF0E0EINH,1,1,13,12,109,-101
A2KDVHF0E0EINH,1,1,13,13,109,-81
A2KDVHF0E0EINH,1,1,13,14,109,-193
A2KDVHF0E0EINH,1,1,13,15,147,-186
A3PPTVDK13OJ0M,1,1,14,1,127,-180
A3PPTVDK13OJ0M,1,1,14,2,126,-155
A3PPTVDK13OJ0M,1,1,14,3,127,-131
A3PPTVDK13OJ0M,1,1,14,4,127,-108
A3PPTVDK13OJ0M,1,1,14,5,126,-87
A3PPTVDK13OJ0M,1,1,14,6,127,-66
A3PPTVDK13OJ0M,1,1,14,7,167,-172
A3PPTVDK13OJ0M,1,1,14,8,169,-151
A3PPTVDK13OJ0M,1,1,14,9,169,-130
A3PPTVDK13OJ0M,1,1,14,10,169,-108
A3PPTVDK13OJ0M,1,1,14,11,170,-86
A3PPTVDK13OJ0M,1,1,14,12,202,-153
A3PPTVDK13OJ0M,1,1,14,13,206,-132
A3PPTVDK13OJ0M,1,1,14,14,204,-112
A3PPTVDK13OJ0M,1,1,14,15,210,-88
A3F3H38XGQO040,1,1,15,1,208,-155
A3F3H38XGQO040,1,1,15,2,208,-136
A3F3H38XGQO040,1,1,15,3,209,-118
A3F3H38XGQO040,1,1,15,4,211,-95
A3F3H38XGQO040,1,1,15,5,187,-169
A3F3H38XGQO040,1,1,15,6,186,-147
A3F3H38XGQO040,1,1,15,7,187,-124
A3F3H38XGQO040,1,1,15,8,188,-103
A3F3H38XGQO040,1,1,15,9,191,-80
A3F3H38XGQO040,1,1,15,10,163,-173
A3F3H38XGQO040,1,1,15,11,165,-149
A3F3H38XGQO040,1,1,15,12,166,-127
A3F3H38XGQO040,1,1,15,13,166,-104
A3F3H38XGQO040,1,1,15,14,166,-84
A3F3H38XGQO040,1,1,15,15,168,-61
A2BN2BM2ZGA9Z5,1,1,16,1,200,-155
A2BN2BM2ZGA9Z5,1,1,16,2,200,-133
A2BN2BM2ZGA9Z5,1,1,16,3,202,-114
A2BN2BM2ZGA9Z5,1,1,16,4,202,-95
A2BN2BM2ZGA9Z5,1,1,16,5,180,-163
A2BN2BM2ZGA9Z5,1,1,16,6,180,-143
A2BN2BM2ZGA9Z5,1,1,16,7,180,-124
A2BN2BM2ZGA9Z5,1,1,16,8,181,-105
A2BN2BM2ZGA9Z5,1,1,16,9,181,-88
A2BN2BM2ZGA9Z5,1,1,16,10,162,-75
A2BN2BM2ZGA9Z5,1,1,16,11,160,-95
A2BN2BM2ZGA9Z5,1,1,16,12,160,-116
A2BN2BM2ZGA9Z5,1,1,16,13,159,-137
A2BN2BM2ZGA9Z5,1,1,16,14,159,-156
A2BN2BM2ZGA9Z5,1,1,16,15,158,-177
A21G010TCSMZZ8,1,1,17,1,195,-160
A21G010TCSMZZ8,1,1,17,2,200,-146
A21G010TCSMZZ8,1,1,17,3,207,-127
A21G010TCSMZZ8,1,1,17,4,207,-116
A21G010TCSMZZ8,1,1,17,5,177,-161
A21G010TCSMZZ8,1,1,17,6,182,-147
A21G010TCSMZZ8,1,1,17,7,188,-134
A21G010TCSMZZ8,1,1,17,8,188,-117
A21G010TCSMZZ8,1,1,17,9,193,-103
A21G010TCSMZZ8,1,1,17,10,157,-162
A21G010TCSMZZ8,1,1,17,11,162,-147
A21G010TCSMZZ8,1,1,17,12,169,-131
A21G010TCSMZZ8,1,1,17,13,172,-118
A21G010TCSMZZ8,1,1,17,14,175,-100
A21G010TCSMZZ8,1,1,17,15,178,-90
A1AYVATMT88U1W,1,1,18,1,184,-87
A1AYVATMT88U1W,1,1,18,2,178,-101
A1AYVATMT88U1W,1,1,18,3,176,-116
A1AYVATMT88U1W,1,1,18,4,173,-130
A1AYVATMT88U1W,1,1,18,5,166,-145
A1AYVATMT88U1W,1,1,18,6,165,-164
A1AYVATMT88U1W,1,1,18,7,182,-161
A1AYVATMT88U1W,1,1,18,8,194,-157
A1AYVATMT88U1W,1,1,18,9,205,-96
A1AYVATMT88U1W,1,1,18,10,215,-108
A1AYVATMT88U1W,1,1,18,11,212,-128
A1AYVATMT88U1W,1,1,18,12,196,-110
A1AYVATMT88U1W,1,1,18,13,204,-147
A1AYVATMT88U1W,1,1,18,14,180,-146
A1AYVATMT88U1W,1,1,18,15,192,-130
A2L9PFQCAY4KFQ,1,1,19,1,181,-99
A2L9PFQCAY4KFQ,1,1,19,2,177,-82
A2L9PFQCAY4KFQ,1,1,19,3,197,-90
A2L9PFQCAY4KFQ,1,1,19,4,190,-71
A2L9PFQCAY4KFQ,1,1,19,5,176,-57
A2L9PFQCAY4KFQ,1,1,19,6,214,-73
A2L9PFQCAY4KFQ,1,1,19,7,203,-40
A2L9PFQCAY4KFQ,1,1,19,8,202,-25
A2L9PFQCAY4KFQ,1,1,19,9,218,-35
A2L9PFQCAY4KFQ,1,1,19,10,176,-44
A2L9PFQCAY4KFQ,1,1,19,11,175,-24
A2L9PFQCAY4KFQ,1,1,19,12,193,-56
A2L9PFQCAY4KFQ,1,1,19,13,214,-57
A2L9PFQCAY4KFQ,1,1,19,14,231,-56
A2L9PFQCAY4KFQ,1,1,19,15,182,-13
A1F7XXMUT0S6UV,1,1,20,1,188,-99
A1F7XXMUT0S6UV,1,1,20,2,210,-100
A1F7XXMUT0S6UV,1,1,20,3,199,-84
A1F7XXMUT0S6UV,1,1,20,4,185,-56
A1F7XXMUT0S6UV,1,1,20,5,201,-62
A1F7XXMUT0S6UV,1,1,20,6,197,-50
A1F7XXMUT0S6UV,1,1,20,7,213,-35
A1F7XXMUT0S6UV,1,1,20,8,232,-30
A1F7XXMUT0S6UV,1,1,20,9,227,-46
A1F7XXMUT0S6UV,1,1,20,10,231,-87
A1F7XXMUT0S6UV,1,1,20,11,219,-79
A1F7XXMUT0S6UV,1,1,20,12,233,-71
A1F7XXMUT0S6UV,1,1,20,13,173,-92
A1F7XXMUT0S6UV,1,1,20,14,181,-78
A1F7XXMUT0S6UV,1,1,20,15,163,-77
base1_2,1,2,1,1,145.79,-118.67
base1_2,1,2,1,2,246.67,-74.46
base1_2,1,2,1,3,144.74,88.74
base1_2,1,2,1,4,6.63,-176.16
base1_2,1,2,1,5,193.69,1.94
base1_2,1,2,1,6,43.64,54.99
base1_2,1,2,1,7,15.8,52.81
base1_2,1,2,1,8,-29.44,-191.71
base1_2,1,2,1,9,87.9,143.12
base1_2,1,2,1,10,15.03,-153.45
base1_2,1,2,1,11,134.67,176.86
base1_2,1,2,1,12,4.06,-59.92
base1_2,1,2,1,13,59.24,147.96
base1_2,1,2,1,14,200.41,91.91
base1_2,1,2,1,15,-0.47,1.21
A2NYB36D7WUIAH,1,2,2,1,10,-181
A2NYB36D7WUIAH,1,2,2,2,30,-168
A2NYB36D7WUIAH,1,2,2,3,34,-128
A2NYB36D7WUIAH,1,2,2,4,46,-30
A2NYB36D7WUIAH,1,2,2,5,30,1
A2NYB36D7WUIAH,1,2,2,6,27,49
A2NYB36D7WUIAH,1,2,2,7,65,72
A2NYB36D7WUIAH,1,2,2,8,182,-111
A2NYB36D7WUIAH,1,2,2,9,222,-51
A2NYB36D7WUIAH,1,2,2,10,161,36
A2NYB36D7WUIAH,1,2,2,11,143,68
A2NYB36D7WUIAH,1,2,2,12,87,127
A2NYB36D7WUIAH,1,2,2,13,64,170
A2NYB36D7WUIAH,1,2,2,14,92,194
A2NYB36D7WUIAH,1,2,2,15,87,25
AMMZ5UBA7Y5WW,1,2,3,1,185,-113
AMMZ5UBA7Y5WW,1,2,3,2,201,-84
AMMZ5UBA7Y5WW,1,2,3,3,59,-167
AMMZ5UBA7Y5WW,1,2,3,4,77,-164
AMMZ5UBA7Y5WW,1,2,3,5,81,-144
AMMZ5UBA7Y5WW,1,2,3,6,90,-44
AMMZ5UBA7Y5WW,1,2,3,7,65,-6
AMMZ5UBA7Y5WW,1,2,3,8,76,20
AMMZ5UBA7Y5WW,1,2,3,9,114,20
AMMZ5UBA7Y5WW,1,2,3,10,101,-8
AMMZ5UBA7Y5WW,1,2,3,11,173,55
AMMZ5UBA7Y5WW,1,2,3,12,153,117
AMMZ5UBA7Y5WW,1,2,3,13,121,88
AMMZ5UBA7Y5WW,1,2,3,14,169,173
AMMZ5UBA7Y5WW,1,2,3,15,115,138
A1RWNYJA5X25YH,1,2,4,1,164,-118
A1RWNYJA5X25YH,1,2,4,2,176,-91
A1RWNYJA5X25YH,1,2,4,3,195,-63
A1RWNYJA5X25YH,1,2,4,4,86,-137
A1RWNYJA5X25YH,1,2,4,5,82,-120
A1RWNYJA5X25YH,1,2,4,6,88,-33
A1RWNYJA5X25YH,1,2,4,7,71,-20
A1RWNYJA5X25YH,1,2,4,8,71,3
A1RWNYJA5X25YH,1,2,4,9,92,-11
A1RWNYJA5X25YH,1,2,4,10,91,8
A1RWNYJA5X25YH,1,2,4,11,164,37
A1RWNYJA5X25YH,1,2,4,12,130,57
A1RWNYJA5X25YH,1,2,4,13,185,57
A1RWNYJA5X25YH,1,2,4,14,160,78
A1RWNYJA5X25YH,1,2,4,15,145,109
AYUBSG6FZ9DVU,1,2,5,1,69,-91
AYUBSG6FZ9DVU,1,2,5,2,72,-49
AYUBSG6FZ9DVU,1,2,5,3,88,41
AYUBSG6FZ9DVU,1,2,5,4,88,73
AYUBSG6FZ9DVU,1,2,5,5,77,148
AYUBSG6FZ9DVU,1,2,5,6,167,139
AYUBSG6FZ9DVU,1,2,5,7,179,101
AYUBSG6FZ9DVU,1,2,5,8,187,38
AYUBSG6FZ9DVU,1,2,5,9,191,10
AYUBSG6FZ9DVU,1,2,5,10,186,-25
AYUBSG6FZ9DVU,1,2,5,11,179,-71
AYUBSG6FZ9DVU,1,2,5,12,153,-138
AYUBSG6FZ9DVU,1,2,5,13,142,179
AYUBSG6FZ9DVU,1,2,5,14,226,21
AYUBSG6FZ9DVU,1,2,5,15,80,-174
A15PCAZ8WUG7BG,1,2,6,1,85,-146
A15PCAZ8WUG7BG,1,2,6,2,76,-60
A15PCAZ8WUG7BG,1,2,6,3,87,-28
A15PCAZ8WUG7BG,1,2,6,4,91,57
A15PCAZ8WUG7BG,1,2,6,5,91,100
A15PCAZ8WUG7BG,1,2,6,6,118,195
A15PCAZ8WUG7BG,1,2,6,7,139,-118
A15PCAZ8WUG7BG,1,2,6,8,161,-73
A15PCAZ8WUG7BG,1,2,6,9,203,-35
A15PCAZ8WUG7BG,1,2,6,10,188,-5
A15PCAZ8WUG7BG,1,2,6,11,188,18
A15PCAZ8WUG7BG,1,2,6,12,228,17
A15PCAZ8WUG7BG,1,2,6,13,184,67
A15PCAZ8WUG7BG,1,2,6,14,178,109
A15PCAZ8WUG7BG,1,2,6,15,154,140
A112V6HAH568DI,1,2,7,1,99,-120
A112V6HAH568DI,1,2,7,2,109,-80
A112V6HAH568DI,1,2,7,3,113,6
A112V6HAH568DI,1,2,7,4,116,92
A112V6HAH568DI,1,2,7,5,129,-140
A112V6HAH568DI,1,2,7,6,143,-124
A112V6HAH568DI,1,2,7,7,152,-83
A112V6HAH568DI,1,2,7,8,154,-51
A112V6HAH568DI,1,2,7,9,160,-28
A112V6HAH568DI,1,2,7,10,160,13
A112V6HAH568DI,1,2,7,11,161,49
A112V6HAH568DI,1,2,7,12,155,73
A112V6HAH568DI,1,2,7,13,154,93
A112V6HAH568DI,1,2,7,14,141,122
A112V6HAH568DI,1,2,7,15,185,152
AAXANFWPCIKUC,1,2,8,1,85.1,70.2
AAXANFWPCIKUC,1,2,8,2,88.1,0.2
AAXANFWPCIKUC,1,2,8,3,71.1,-70.8
AAXANFWPCIKUC,1,2,8,4,59.1,-131.8
AAXANFWPCIKUC,1,2,8,5,81.1,-145.8
AAXANFWPCIKUC,1,2,8,6,124.1,88.2
AAXANFWPCIKUC,1,2,8,7,176.1,125.2
AAXANFWPCIKUC,1,2,8,8,131.1,63.2
AAXANFWPCIKUC,1,2,8,9,126.1,30.2
AAXANFWPCIKUC,1,2,8,10,132.1,-2.8
AAXANFWPCIKUC,1,2,8,11,126.1,-41.8
AAXANFWPCIKUC,1,2,8,12,118.1,-85.8
AAXANFWPCIKUC,1,2,8,13,107.1,-108.8
AAXANFWPCIKUC,1,2,8,14,96.1,-135.8
AAXANFWPCIKUC,1,2,8,15,121.1,-60.8
A23XRFFCREHXT3,1,2,9,1,81,-194
A23XRFFCREHXT3,1,2,9,2,69,-189
A23XRFFCREHXT3,1,2,9,3,86,-179
A23XRFFCREHXT3,1,2,9,4,104,-136
A23XRFFCREHXT3,1,2,9,5,107,-120
A23XRFFCREHXT3,1,2,9,6,108,-100
A23XRFFCREHXT3,1,2,9,7,114,-83
A23XRFFCREHXT3,1,2,9,8,68,-117
A23XRFFCREHXT3,1,2,9,9,72,-33
A23XRFFCREHXT3,1,2,9,10,69,21
A23XRFFCREHXT3,1,2,9,11,140,-20
A23XRFFCREHXT3,1,2,9,12,143,9
A23XRFFCREHXT3,1,2,9,13,134,31
A23XRFFCREHXT3,1,2,9,14,109,58
A23XRFFCREHXT3,1,2,9,15,157,87
A3LR9G61YODSF4,1,2,10,1,92,-194
A3LR9G61YODSF4,1,2,10,2,92,-181
A3LR9G61YODSF4,1,2,10,3,90,-166
A3LR9G61YODSF4,1,2,10,4,115,-93
A3LR9G61YODSF4,1,2,10,5,119,-79
A3LR9G61YODSF4,1,2,10,6,115,-58
A3LR9G61YODSF4,1,2,10,7,113,-38
A3LR9G61YODSF4,1,2,10,8,59,-110
A3LR9G61YODSF4,1,2,10,9,53,-58
A3LR9G61YODSF4,1,2,10,10,47,2
A3LR9G61YODSF4,1,2,10,11,126,0
A3LR9G61YODSF4,1,2,10,12,126,17
A3LR9G61YODSF4,1,2,10,13,125,40
A3LR9G61YODSF4,1,2,10,14,125,55
A3LR9G61YODSF4,1,2,10,15,149,106
A2Y5DDEPG81LLJ,1,2,11,1,59,-22
A2Y5DDEPG81LLJ,1,2,11,2,61,-69
A2Y5DDEPG81LLJ,1,2,11,3,57,-104
A2Y5DDEPG81LLJ,1,2,11,4,88,-164
A2Y5DDEPG81LLJ,1,2,11,5,88,-153
A2Y5DDEPG81LLJ,1,2,11,6,93,-137
A2Y5DDEPG81LLJ,1,2,11,7,98,-126
A2Y5DDEPG81LLJ,1,2,11,8,116,-192
A2Y5DDEPG81LLJ,1,2,11,9,123,-73
A2Y5DDEPG81LLJ,1,2,11,10,125,-60
A2Y5DDEPG81LLJ,1,2,11,11,127,-45
A2Y5DDEPG81LLJ,1,2,11,12,126,-35
A2Y5DDEPG81LLJ,1,2,11,13,134,11
A2Y5DDEPG81LLJ,1,2,11,14,161,-115
A2Y5DDEPG81LLJ,1,2,11,15,178,6
A91613OK8J29A,1,2,12,1,111,-158
A91613OK8J29A,1,2,12,2,115,-149
A91613OK8J29A,1,2,12,3,119,-135
A91613OK8J29A,1,2,12,4,119,-122
A91613OK8J29A,1,2,12,5,125,-88
A91613OK8J29A,1,2,12,6,127,-76
A91613OK8J29A,1,2,12,7,130,-60
A91613OK8J29A,1,2,12,8,131,-49
A91613OK8J29A,1,2,12,9,132,-20
A91613OK8J29A,1,2,12,10,156,-18
A91613OK8J29A,1,2,12,11,75,-139
A91613OK8J29A,1,2,12,12,78,-89
A91613OK8J29A,1,2,12,13,78,-59
A91613OK8J29A,1,2,12,14,184,-154
A91613OK8J29A,1,2,12,15,186,-108
A1OGCE5QDSA13U,1,2,13,1,122,-125
A1OGCE5QDSA13U,1,2,13,2,123,-115
A1OGCE5QDSA13U,1,2,13,3,122,-140
A1OGCE5QDSA13U,1,2,13,4,120,-155
A1OGCE5QDSA13U,1,2,13,5,127,-88
A1OGCE5QDSA13U,1,2,13,6,122,-76
A1OGCE5QDSA13U,1,2,13,7,75,-153
A1OGCE5QDSA13U,1,2,13,8,59,-128
A1OGCE5QDSA13U,1,2,13,9,32,-121
A1OGCE5QDSA13U,1,2,13,10,49,-102
A1OGCE5QDSA13U,1,2,13,11,167,-137
A1OGCE5QDSA13U,1,2,13,12,170,-122
A1OGCE5QDSA13U,1,2,13,13,190,-98
A1OGCE5QDSA13U,1,2,13,14,194,-130
A1OGCE5QDSA13U,1,2,13,15,164,-81
AFHMBYV6RPDMX,1,2,14,1,100,-162
AFHMBYV6RPDMX,1,2,14,2,86,-140
AFHMBYV6RPDMX,1,2,14,3,68,-116
AFHMBYV6RPDMX,1,2,14,4,46,-142
AFHMBYV6RPDMX,1,2,14,5,136,-168
AFHMBYV6RPDMX,1,2,14,6,136,-151
AFHMBYV6RPDMX,1,2,14,7,133,-134
AFHMBYV6RPDMX,1,2,14,8,135,-120
AFHMBYV6RPDMX,1,2,14,9,134,-108
AFHMBYV6RPDMX,1,2,14,10,140,-70
AFHMBYV6RPDMX,1,2,14,11,140,-57
AFHMBYV6RPDMX,1,2,14,12,178,-145
AFHMBYV6RPDMX,1,2,14,13,208,-132
AFHMBYV6RPDMX,1,2,14,14,175,-67
AFHMBYV6RPDMX,1,2,14,15,211,-104
AOJZU4ACN5OTZ,1,2,15,1,139,-156
AOJZU4ACN5OTZ,1,2,15,2,139,-142
AOJZU4ACN5OTZ,1,2,15,3,139,-126
AOJZU4ACN5OTZ,1,2,15,4,139,-111
AOJZU4ACN5OTZ,1,2,15,5,140,-100
AOJZU4ACN5OTZ,1,2,15,6,141,-75
AOJZU4ACN5OTZ,1,2,15,7,140,-59
AOJZU4ACN5OTZ,1,2,15,8,98,-140
AOJZU4ACN5OTZ,1,2,15,9,92,-169
AOJZU4ACN5OTZ,1,2,15,10,119,-139
AOJZU4ACN5OTZ,1,2,15,11,99,-113
AOJZU4ACN5OTZ,1,2,15,12,84,-146
AOJZU4ACN5OTZ,1,2,15,13,191,-145
AOJZU4ACN5OTZ,1,2,15,14,187,-111
AOJZU4ACN5OTZ,1,2,15,15,213,-98
