Subject,Seed,Chain,Iter,dots,x,y
ALVV2RLFAI3ZN,6,6,9,12,89,73
ALVV2RLFAI3ZN,6,6,9,13,10,27
ALVV2RLFAI3ZN,6,6,9,14,-34,29
ALVV2RLFAI3ZN,6,6,9,15,-57,4
A17ZMF7GGP6HKO,6,6,10,1,78,54
A17ZMF7GGP6HKO,6,6,10,2,79,7
A17ZMF7GGP6HKO,6,6,10,3,56,-26
A17ZMF7GGP6HKO,6,6,10,4,23,-48
A17ZMF7GGP6HKO,6,6,10,5,-12,-64
A17ZMF7GGP6HKO,6,6,10,6,-35,-72
A17ZMF7GGP6HKO,6,6,10,7,-32,-9
A17ZMF7GGP6HKO,6,6,10,8,-15,14
A17ZMF7GGP6HKO,6,6,10,9,22,12
A17ZMF7GGP6HKO,6,6,10,10,16,-97
A17ZMF7GGP6HKO,6,6,10,11,28,-124
A17ZMF7GGP6HKO,6,6,10,12,-30,-159
A17ZMF7GGP6HKO,6,6,10,13,8,-167
A17ZMF7GGP6HKO,6,6,10,14,47,-157
A17ZMF7GGP6HKO,6,6,10,15,73,-139
A2DPKKEEW2I6QK,6,6,11,1,-11,-155
A2DPKKEEW2I6QK,6,6,11,2,24,-162
A2DPKKEEW2I6QK,6,6,11,3,54,-153
A2DPKKEEW2I6QK,6,6,11,4,89,-135
A2DPKKEEW2I6QK,6,6,11,5,28,-126
A2DPKKEEW2I6QK,6,6,11,6,11,-93
A2DPKKEEW2I6QK,6,6,11,7,-71,-95
A2DPKKEEW2I6QK,6,6,11,8,-28,-84
A2DPKKEEW2I6QK,6,6,11,9,18,-71
A2DPKKEEW2I6QK,6,6,11,10,50,-42
A2DPKKEEW2I6QK,6,6,11,11,87,-11
A2DPKKEEW2I6QK,6,6,11,12,113,22
A2DPKKEEW2I6QK,6,6,11,13,-43,-24
A2DPKKEEW2I6QK,6,6,11,14,-35,19
A2DPKKEEW2I6QK,6,6,11,15,10,4
A2OZCNK2N2D6N3,6,6,12,1,-4,-171
A2OZCNK2N2D6N3,6,6,12,2,29,-177
A2OZCNK2N2D6N3,6,6,12,3,64,-171
A2OZCNK2N2D6N3,6,6,12,4,98,-145
A2OZCNK2N2D6N3,6,6,12,5,43,-145
A2OZCNK2N2D6N3,6,6,12,6,26,-117
A2OZCNK2N2D6N3,6,6,12,7,-34,-113
A2OZCNK2N2D6N3,6,6,12,8,-4,-107
A2OZCNK2N2D6N3,6,6,12,9,21,-89
A2OZCNK2N2D6N3,6,6,12,10,59,-68
A2OZCNK2N2D6N3,6,6,12,11,85,-42
A2OZCNK2N2D6N3,6,6,12,12,112,-14
A2OZCNK2N2D6N3,6,6,12,13,6,-41
A2OZCNK2N2D6N3,6,6,12,14,-25,-40
A2OZCNK2N2D6N3,6,6,12,15,-39,-69
A4U7HX5SEFM8G,6,6,13,1,108,-11
A4U7HX5SEFM8G,6,6,13,2,73,-47
A4U7HX5SEFM8G,6,6,13,3,27,-76
A4U7HX5SEFM8G,6,6,13,4,-15,-97
A4U7HX5SEFM8G,6,6,13,5,-44,-116
A4U7HX5SEFM8G,6,6,13,6,-89,-141
A4U7HX5SEFM8G,6,6,13,7,-60,-170
A4U7HX5SEFM8G,6,6,13,8,-17,-155
A4U7HX5SEFM8G,6,6,13,9,43,-124
A4U7HX5SEFM8G,6,6,13,10,25,-156
A4U7HX5SEFM8G,6,6,13,11,75,-133
A4U7HX5SEFM8G,6,6,13,12,65,-103
A4U7HX5SEFM8G,6,6,13,13,-1,-60
A4U7HX5SEFM8G,6,6,13,14,-55,-60
A4U7HX5SEFM8G,6,6,13,15,-79,-75
A92IZM4P9SJ2S,6,6,14,1,-37,-174
A92IZM4P9SJ2S,6,6,14,2,-55,-153
A92IZM4P9SJ2S,6,6,14,3,-22,-141
A92IZM4P9SJ2S,6,6,14,4,-46,-120
A92IZM4P9SJ2S,6,6,14,5,-15,-108
A92IZM4P9SJ2S,6,6,14,6,16,-93
A92IZM4P9SJ2S,6,6,14,7,7,-62
A92IZM4P9SJ2S,6,6,14,8,49,-86
A92IZM4P9SJ2S,6,6,14,9,15,-130
A92IZM4P9SJ2S,6,6,14,10,2,-170
A92IZM4P9SJ2S,6,6,14,11,45,-145
A92IZM4P9SJ2S,6,6,14,12,79,-106
A92IZM4P9SJ2S,6,6,14,13,-5,-38
A92IZM4P9SJ2S,6,6,14,14,-31,-54
A92IZM4P9SJ2S,6,6,14,15,45,-118
ADVZ6ZG7MEOKE,6,6,15,1,-26,-142
ADVZ6ZG7MEOKE,6,6,15,2,-67,-147
ADVZ6ZG7MEOKE,6,6,15,3,-50,-174
ADVZ6ZG7MEOKE,6,6,15,4,-20,-182
ADVZ6ZG7MEOKE,6,6,15,5,3,-178
ADVZ6ZG7MEOKE,6,6,15,6,12,-144
ADVZ6ZG7MEOKE,6,6,15,7,31,-125
ADVZ6ZG7MEOKE,6,6,15,8,2,-88
ADVZ6ZG7MEOKE,6,6,15,9,-28,-81
ADVZ6ZG7MEOKE,6,6,15,10,-53,-124
ADVZ6ZG7MEOKE,6,6,15,11,68,-95
ADVZ6ZG7MEOKE,6,6,15,12,43,-86
ADVZ6ZG7MEOKE,6,6,15,13,65,-151
ADVZ6ZG7MEOKE,6,6,15,14,36,-180
ADVZ6ZG7MEOKE,6,6,15,15,-20,-110
A2RS4Z04O7GX9Y,6,6,16,1,10,-147
A2RS4Z04O7GX9Y,6,6,16,2,58,-152
A2RS4Z04O7GX9Y,6,6,16,3,37,-143
A2RS4Z04O7GX9Y,6,6,16,4,24,-168
A2RS4Z04O7GX9Y,6,6,16,5,3,-157
A2RS4Z04O7GX9Y,6,6,16,6,-1,-135
A2RS4Z04O7GX9Y,6,6,16,7,21,-122
A2RS4Z04O7GX9Y,6,6,16,8,52,-126
A2RS4Z04O7GX9Y,6,6,16,9,34,-107
A2RS4Z04O7GX9Y,6,6,16,10,-6,-100
A2RS4Z04O7GX9Y,6,6,16,11,-15,-129
A2RS4Z04O7GX9Y,6,6,16,12,-17,-152
A2RS4Z04O7GX9Y,6,6,16,13,8,-99
A2RS4Z04O7GX9Y,6,6,16,14,59,-101
A2RS4Z04O7GX9Y,6,6,16,15,41,-185
ATDEHZR70L7JB,6,6,17,1,55,-180
ATDEHZR70L7JB,6,6,17,2,30,-165
ATDEHZR70L7JB,6,6,17,3,5,-150
ATDEHZR70L7JB,6,6,17,4,9,-137
ATDEHZR70L7JB,6,6,17,5,-7,-128
ATDEHZR70L7JB,6,6,17,6,-20,-120
ATDEHZR70L7JB,6,6,17,7,-29,-146
ATDEHZR70L7JB,6,6,17,8,42,-135
ATDEHZR70L7JB,6,6,17,9,74,-135
ATDEHZR70L7JB,6,6,17,10,54,-107
ATDEHZR70L7JB,6,6,17,11,64,-80
ATDEHZR70L7JB,6,6,17,12,28,-77
ATDEHZR70L7JB,6,6,17,13,0,-92
ATDEHZR70L7JB,6,6,17,14,-14,-63
ATDEHZR70L7JB,6,6,17,15,29,-115
AFSYQF90GU5DD,6,6,18,1,-9,-157
AFSYQF90GU5DD,6,6,18,2,-6,-128
AFSYQF90GU5DD,6,6,18,3,7,-139
AFSYQF90GU5DD,6,6,18,4,50,-176
AFSYQF90GU5DD,6,6,18,5,82,-170
AFSYQF90GU5DD,6,6,18,6,16,-115
AFSYQF90GU5DD,6,6,18,7,45,-151
AFSYQF90GU5DD,6,6,18,8,23,-148
AFSYQF90GU5DD,6,6,18,9,37,-125
AFSYQF90GU5DD,6,6,18,10,64,-166
AFSYQF90GU5DD,6,6,18,11,66,-116
AFSYQF90GU5DD,6,6,18,12,19,-174
AFSYQF90GU5DD,6,6,18,13,42,-96
AFSYQF90GU5DD,6,6,18,14,81,-148
AFSYQF90GU5DD,6,6,18,15,52,-197
A25Z04J56ADCAJ,6,6,19,1,32,-178
A25Z04J56ADCAJ,6,6,19,2,61,-190
A25Z04J56ADCAJ,6,6,19,3,61,-175
A25Z04J56ADCAJ,6,6,19,4,80,-174
A25Z04J56ADCAJ,6,6,19,5,75,-163
A25Z04J56ADCAJ,6,6,19,6,96,-171
A25Z04J56ADCAJ,6,6,19,7,83,-142
A25Z04J56ADCAJ,6,6,19,8,52,-151
A25Z04J56ADCAJ,6,6,19,9,26,-147
A25Z04J56ADCAJ,6,6,19,10,14,-145
A25Z04J56ADCAJ,6,6,19,11,1,-161
A25Z04J56ADCAJ,6,6,19,12,21,-109
A25Z04J56ADCAJ,6,6,19,13,1,-124
A25Z04J56ADCAJ,6,6,19,14,45,-116
A25Z04J56ADCAJ,6,6,19,15,68,-120
AI16JQPI42EKR,6,6,20,1,0,-164
AI16JQPI42EKR,6,6,20,2,9,-174
AI16JQPI42EKR,6,6,20,3,36,-178
AI16JQPI42EKR,6,6,20,4,22,-168
AI16JQPI42EKR,6,6,20,5,16,-151
AI16JQPI42EKR,6,6,20,6,13,-129
AI16JQPI42EKR,6,6,20,7,47,-119
AI16JQPI42EKR,6,6,20,8,47,-148
AI16JQPI42EKR,6,6,20,9,31,-140
AI16JQPI42EKR,6,6,20,10,72,-137
AI16JQPI42EKR,6,6,20,11,70,-162
AI16JQPI42EKR,6,6,20,12,54,-172
AI16JQPI42EKR,6,6,20,13,-15,-149
AI16JQPI42EKR,6,6,20,14,-1,-108
AI16JQPI42EKR,6,6,20,15,27,-112
base6_7,6,7,1,1,218.17,116.37
base6_7,6,7,1,2,35.6,133.39
base6_7,6,7,1,3,-0.11,0.51
base6_7,6,7,1,4,166.7,-179.79
base6_7,6,7,1,5,16.34,72.81
base6_7,6,7,1,6,-118.92,-72.65
base6_7,6,7,1,7,73.62,85.51
base6_7,6,7,1,8,219.56,-80.94
base6_7,6,7,1,9,-24.95,-58.61
base6_7,6,7,1,10,-58.54,204.19
base6_7,6,7,1,11,-50.02,118.58
base6_7,6,7,1,12,131.74,17.22
base6_7,6,7,1,13,16.77,-16.69
base6_7,6,7,1,14,-0.62,-258.96
base6_7,6,7,1,15,101.51,-155.74
A124FJ0IO92RQV,6,7,2,1,7,-232
A124FJ0IO92RQV,6,7,2,2,87,-126
A124FJ0IO92RQV,6,7,2,3,173,-145
A124FJ0IO92RQV,6,7,2,4,203,-84
A124FJ0IO92RQV,6,7,2,5,137,12
A124FJ0IO92RQV,6,7,2,6,52,99
A124FJ0IO92RQV,6,7,2,7,-45,141
A124FJ0IO92RQV,6,7,2,8,222,45
A124FJ0IO92RQV,6,7,2,9,107,42
A124FJ0IO92RQV,6,7,2,10,-47,73
A124FJ0IO92RQV,6,7,2,11,-48,-6
A124FJ0IO92RQV,6,7,2,12,23,4
A124FJ0IO92RQV,6,7,2,13,56,-16
A124FJ0IO92RQV,6,7,2,14,20,-65
A124FJ0IO92RQV,6,7,2,15,-41,-103
A3JHMAHPZPD79L,6,7,3,1,1,-185
A3JHMAHPZPD79L,6,7,3,2,-14,-94
A3JHMAHPZPD79L,6,7,3,3,114,-134
A3JHMAHPZPD79L,6,7,3,4,63,-79
A3JHMAHPZPD79L,6,7,3,5,149,-73
A3JHMAHPZPD79L,6,7,3,6,-23,-13
A3JHMAHPZPD79L,6,7,3,7,-22,77
A3JHMAHPZPD79L,6,7,3,8,51,7
A3JHMAHPZPD79L,6,7,3,9,106,60
A3JHMAHPZPD79L,6,7,3,10,-2,103
A3JHMAHPZPD79L,6,7,3,11,61,132
A3JHMAHPZPD79L,6,7,3,12,168,16
A3JHMAHPZPD79L,6,7,3,13,-4,199
A3JHMAHPZPD79L,6,7,3,14,171,123
A3JHMAHPZPD79L,6,7,3,15,115,-22
A3KE7NICY7GI53,6,7,4,1,-8,-179
A3KE7NICY7GI53,6,7,4,2,-14,-112
A3KE7NICY7GI53,6,7,4,3,49,-112
A3KE7NICY7GI53,6,7,4,4,127,-115
A3KE7NICY7GI53,6,7,4,5,-28,-59
A3KE7NICY7GI53,6,7,4,6,48,-48
A3KE7NICY7GI53,6,7,4,7,133,-44
A3KE7NICY7GI53,6,7,4,8,38,6
A3KE7NICY7GI53,6,7,4,9,124,29
A3KE7NICY7GI53,6,7,4,10,-43,33
A3KE7NICY7GI53,6,7,4,11,88,-142
A3KE7NICY7GI53,6,7,4,12,87,-88
A3KE7NICY7GI53,6,7,4,13,84,-18
A3KE7NICY7GI53,6,7,4,14,-19,74
A3KE7NICY7GI53,6,7,4,15,32,123
A39E9936894TJR,6,7,5,1,13,-203
A39E9936894TJR,6,7,5,2,-4,-150
A39E9936894TJR,6,7,5,3,-14,-91
A39E9936894TJR,6,7,5,4,58,-75
A39E9936894TJR,6,7,5,5,-45,-28
A39E9936894TJR,6,7,5,6,-51,26
A39E9936894TJR,6,7,5,7,-6,62
A39E9936894TJR,6,7,5,8,169,-121
A39E9936894TJR,6,7,5,9,180,-88
A39E9936894TJR,6,7,5,10,125,-51
A39E9936894TJR,6,7,5,11,110,-126
A39E9936894TJR,6,7,5,12,89,-183
A39E9936894TJR,6,7,5,13,71,-138
A39E9936894TJR,6,7,5,14,73,-29
A39E9936894TJR,6,7,5,15,175,-34
A22KV92AITITDG,6,7,6,1,47,-176
A22KV92AITITDG,6,7,6,2,16,-115
A22KV92AITITDG,6,7,6,3,-1,-64
A22KV92AITITDG,6,7,6,4,88,80
A22KV92AITITDG,6,7,6,5,-17,4
A22KV92AITITDG,6,7,6,6,23,47
A22KV92AITITDG,6,7,6,7,114,-53
A22KV92AITITDG,6,7,6,8,164,-60
A22KV92AITITDG,6,7,6,9,73,-25
A22KV92AITITDG,6,7,6,10,95,25
A22KV92AITITDG,6,7,6,11,130,16
A22KV92AITITDG,6,7,6,12,177,-10
A22KV92AITITDG,6,7,6,13,127,-110
A22KV92AITITDG,6,7,6,14,-31,70
A22KV92AITITDG,6,7,6,15,152,66
AAKFUMPLS0U6N,6,7,7,1,34,-183
AAKFUMPLS0U6N,6,7,7,2,-9,-47
AAKFUMPLS0U6N,6,7,7,3,-23,14
AAKFUMPLS0U6N,6,7,7,4,-41,76
AAKFUMPLS0U6N,6,7,7,5,11,-109
AAKFUMPLS0U6N,6,7,7,6,84,-123
AAKFUMPLS0U6N,6,7,7,7,53,-29
AAKFUMPLS0U6N,6,7,7,8,26,84
AAKFUMPLS0U6N,6,7,7,9,102,-63
AAKFUMPLS0U6N,6,7,7,10,159,-74
AAKFUMPLS0U6N,6,7,7,11,128,-32
AAKFUMPLS0U6N,6,7,7,12,94,6
AAKFUMPLS0U6N,6,7,7,13,151,20
AAKFUMPLS0U6N,6,7,7,14,170,-35
AAKFUMPLS0U6N,6,7,7,15,189,1
A3KQ2FP2DXFDFK,6,7,8,1,55,53
A3KQ2FP2DXFDFK,6,7,8,2,8,42
A3KQ2FP2DXFDFK,6,7,8,3,19,0
A3KQ2FP2DXFDFK,6,7,8,4,35,-33
A3KQ2FP2DXFDFK,6,7,8,5,45,-65
A3KQ2FP2DXFDFK,6,7,8,6,55,-99
A3KQ2FP2DXFDFK,6,7,8,7,71,-127
A3KQ2FP2DXFDFK,6,7,8,8,103,-124
A3KQ2FP2DXFDFK,6,7,8,9,124,-99
A3KQ2FP2DXFDFK,6,7,8,10,147,-66
A3KQ2FP2DXFDFK,6,7,8,11,170,-32
A3KQ2FP2DXFDFK,6,7,8,12,130,-18
A3KQ2FP2DXFDFK,6,7,8,13,108,-34
A3KQ2FP2DXFDFK,6,7,8,14,202,-50
A3KQ2FP2DXFDFK,6,7,8,15,189,-78
A2455EWYEN7OGF,6,7,9,1,74,7
A2455EWYEN7OGF,6,7,9,2,82,-37
A2455EWYEN7OGF,6,7,9,3,86,-86
A2455EWYEN7OGF,6,7,9,4,115,-167
A2455EWYEN7OGF,6,7,9,5,96,-126
A2455EWYEN7OGF,6,7,9,6,150,-131
A2455EWYEN7OGF,6,7,9,7,163,-98
A2455EWYEN7OGF,6,7,9,8,137,-73
A2455EWYEN7OGF,6,7,9,9,192,-102
A2455EWYEN7OGF,6,7,9,10,217,-84
A2455EWYEN7OGF,6,7,9,11,200,-64
A2455EWYEN7OGF,6,7,9,12,178,-45
A2455EWYEN7OGF,6,7,9,13,83,-64
A2455EWYEN7OGF,6,7,9,14,105,16
A2455EWYEN7OGF,6,7,9,15,138,20
A325RV1JJWJDX6,6,7,10,1,141,-153
A325RV1JJWJDX6,6,7,10,2,161,-123
A325RV1JJWJDX6,6,7,10,3,172,-85
A325RV1JJWJDX6,6,7,10,4,191,-90
A325RV1JJWJDX6,6,7,10,5,229,-83
A325RV1JJWJDX6,6,7,10,6,215,-39
A325RV1JJWJDX6,6,7,10,7,200,-18
A325RV1JJWJDX6,6,7,10,8,159,-71
A325RV1JJWJDX6,6,7,10,9,118,-133
A325RV1JJWJDX6,6,7,10,10,103,-91
A325RV1JJWJDX6,6,7,10,11,99,-72
A325RV1JJWJDX6,6,7,10,12,105,-43
A325RV1JJWJDX6,6,7,10,13,111,12
A325RV1JJWJDX6,6,7,10,14,136,6
A325RV1JJWJDX6,6,7,10,15,164,6
A21FDKZ1IMCLHQ,6,7,11,1,142,-143
A21FDKZ1IMCLHQ,6,7,11,2,119,-117
A21FDKZ1IMCLHQ,6,7,11,3,159,-115
A21FDKZ1IMCLHQ,6,7,11,4,112,-85
A21FDKZ1IMCLHQ,6,7,11,5,138,-81
A21FDKZ1IMCLHQ,6,7,11,6,168,-83
A21FDKZ1IMCLHQ,6,7,11,7,195,-92
A21FDKZ1IMCLHQ,6,7,11,8,112,-55
A21FDKZ1IMCLHQ,6,7,11,9,136,-28
A21FDKZ1IMCLHQ,6,7,11,10,170,-49
A21FDKZ1IMCLHQ,6,7,11,11,213,-25
A21FDKZ1IMCLHQ,6,7,11,12,179,-22
A21FDKZ1IMCLHQ,6,7,11,13,152,-12
A21FDKZ1IMCLHQ,6,7,11,14,97,-10
A21FDKZ1IMCLHQ,6,7,11,15,126,-35
A13I8ASC3JQ04P,6,7,12,1,123,-31
A13I8ASC3JQ04P,6,7,12,2,133,-65
A13I8ASC3JQ04P,6,7,12,3,142,-95
A13I8ASC3JQ04P,6,7,12,4,156,-122
A13I8ASC3JQ04P,6,7,12,5,172,-111
A13I8ASC3JQ04P,6,7,12,6,192,-97
A13I8ASC3JQ04P,6,7,12,7,151,-63
A13I8ASC3JQ04P,6,7,12,8,165,-87
A13I8ASC3JQ04P,6,7,12,9,156,-37
A13I8ASC3JQ04P,6,7,12,10,179,-39
A13I8ASC3JQ04P,6,7,12,11,183,-57
A13I8ASC3JQ04P,6,7,12,12,188,-76
A13I8ASC3JQ04P,6,7,12,13,214,-76
A13I8ASC3JQ04P,6,7,12,14,213,-55
A13I8ASC3JQ04P,6,7,12,15,209,-38
AQMY0PDFWXT9H,6,7,13,1,146,-113
AQMY0PDFWXT9H,6,7,13,2,168,-102
AQMY0PDFWXT9H,6,7,13,3,194,-86
AQMY0PDFWXT9H,6,7,13,4,221,-78
AQMY0PDFWXT9H,6,7,13,5,215,-63
AQMY0PDFWXT9H,6,7,13,6,214,-40
AQMY0PDFWXT9H,6,7,13,7,191,-33
AQMY0PDFWXT9H,6,7,13,8,191,-52
AQMY0PDFWXT9H,6,7,13,9,191,-72
AQMY0PDFWXT9H,6,7,13,10,162,-28
AQMY0PDFWXT9H,6,7,13,11,145,-57
AQMY0PDFWXT9H,6,7,13,12,162,-82
AQMY0PDFWXT9H,6,7,13,13,124,-12
AQMY0PDFWXT9H,6,7,13,14,124,-48
AQMY0PDFWXT9H,6,7,13,15,126,-86
A15VE0YSMOZEEW,6,7,14,1,216,-58
A15VE0YSMOZEEW,6,7,14,2,211,-98
A15VE0YSMOZEEW,6,7,14,3,216,-77
A15VE0YSMOZEEW,6,7,14,4,187,-108
A15VE0YSMOZEEW,6,7,14,5,193,-88
A15VE0YSMOZEEW,6,7,14,6,193,-71
A15VE0YSMOZEEW,6,7,14,7,200,-52
A15VE0YSMOZEEW,6,7,14,8,184,-41
A15VE0YSMOZEEW,6,7,14,9,178,-65
A15VE0YSMOZEEW,6,7,14,10,177,-89
A15VE0YSMOZEEW,6,7,14,11,175,-114
A15VE0YSMOZEEW,6,7,14,12,152,-122
A15VE0YSMOZEEW,6,7,14,13,174,-39
A15VE0YSMOZEEW,6,7,14,14,158,-59
A15VE0YSMOZEEW,6,7,14,15,158,-99
A257UIPAZR9NTN,6,7,15,1,147,-95
A257UIPAZR9NTN,6,7,15,2,155,-77
A257UIPAZR9NTN,6,7,15,3,172,-92
A257UIPAZR9NTN,6,7,15,4,170,-59
A257UIPAZR9NTN,6,7,15,5,179,-78
A257UIPAZR9NTN,6,7,15,6,185,-65
A257UIPAZR9NTN,6,7,15,7,188,-40
A257UIPAZR9NTN,6,7,15,8,176,-38
A257UIPAZR9NTN,6,7,15,9,154,-39
A257UIPAZR9NTN,6,7,15,10,177,-17
A257UIPAZR9NTN,6,7,15,11,193,-17
A257UIPAZR9NTN,6,7,15,12,163,-10
A257UIPAZR9NTN,6,7,15,13,208,-32
A257UIPAZR9NTN,6,7,15,14,205,-54
A257UIPAZR9NTN,6,7,15,15,201,-78
A2Z8W151MN9RGP,6,7,16,1,181,-105
A2Z8W151MN9RGP,6,7,16,2,155,-101
A2Z8W151MN9RGP,6,7,16,3,163,-117
A2Z8W151MN9RGP,6,7,16,4,133,-100
A2Z8W151MN9RGP,6,7,16,5,145,-37
A2Z8W151MN9RGP,6,7,16,6,142,-118
A2Z8W151MN9RGP,6,7,16,7,170,-35
A2Z8W151MN9RGP,6,7,16,8,157,-22
A2Z8W151MN9RGP,6,7,16,9,162,-78
A2Z8W151MN9RGP,6,7,16,10,142,-88
A2Z8W151MN9RGP,6,7,16,11,192,-62
A2Z8W151MN9RGP,6,7,16,12,182,-84
A2Z8W151MN9RGP,6,7,16,13,190,-39
A2Z8W151MN9RGP,6,7,16,14,163,-53
A2Z8W151MN9RGP,6,7,16,15,139,-64
A30IMFT43HT0RC,6,7,17,1,146,-102
A30IMFT43HT0RC,6,7,17,2,155,-113
A30IMFT43HT0RC,6,7,17,3,173,-109
A30IMFT43HT0RC,6,7,17,4,151,-86
A30IMFT43HT0RC,6,7,17,5,158,-94
A30IMFT43HT0RC,6,7,17,6,163,-80
A30IMFT43HT0RC,6,7,17,7,169,-62
A30IMFT43HT0RC,6,7,17,8,181,-55
A30IMFT43HT0RC,6,7,17,9,191,-69
A30IMFT43HT0RC,6,7,17,10,192,-93
A30IMFT43HT0RC,6,7,17,11,189,-114
A30IMFT43HT0RC,6,7,17,12,195,-82
A30IMFT43HT0RC,6,7,17,13,180,-82
A30IMFT43HT0RC,6,7,17,14,178,-94
A30IMFT43HT0RC,6,7,17,15,172,-123
A2RJYQKHZX1W83,6,7,18,1,144,-109
A2RJYQKHZX1W83,6,7,18,2,150,-117
A2RJYQKHZX1W83,6,7,18,3,157,-125
A2RJYQKHZX1W83,6,7,18,4,166,-132
A2RJYQKHZX1W83,6,7,18,5,173,-120
A2RJYQKHZX1W83,6,7,18,6,185,-107
A2RJYQKHZX1W83,6,7,18,7,160,-100
A2RJYQKHZX1W83,6,7,18,8,141,-97
A2RJYQKHZX1W83,6,7,18,9,151,-90
A2RJYQKHZX1W83,6,7,18,10,160,-80
A2RJYQKHZX1W83,6,7,18,11,175,-87
A2RJYQKHZX1W83,6,7,18,12,184,-97
A2RJYQKHZX1W83,6,7,18,13,165,-94
A2RJYQKHZX1W83,6,7,18,14,160,-113
A2RJYQKHZX1W83,6,7,18,15,172,-105
A1EIBL2B06W1D7,6,7,19,1,162,-110
A1EIBL2B06W1D7,6,7,19,2,178,-94
A1EIBL2B06W1D7,6,7,19,3,179,-107
A1EIBL2B06W1D7,6,7,19,4,168,-140
A1EIBL2B06W1D7,6,7,19,5,161,-123
A1EIBL2B06W1D7,6,7,19,6,177,-122
A1EIBL2B06W1D7,6,7,19,7,192,-120
A1EIBL2B06W1D7,6,7,19,8,192,-131
A1EIBL2B06W1D7,6,7,19,9,194,-110
A1EIBL2B06W1D7,6,7,19,10,194,-99
A1EIBL2B06W1D7,6,7,19,11,165,-100
A1EIBL2B06W1D7,6,7,19,12,181,-137
A1EIBL2B06W1D7,6,7,19,13,181,-151
A1EIBL2B06W1D7,6,7,19,14,191,-150
A1EIBL2B06W1D7,6,7,19,15,208,-101
A28QFBBCATWTUJ,6,7,20,1,180,-145
A28QFBBCATWTUJ,6,7,20,2,193,-140
A28QFBBCATWTUJ,6,7,20,3,201,-137
A28QFBBCATWTUJ,6,7,20,4,175,-134
A28QFBBCATWTUJ,6,7,20,5,175,-122
A28QFBBCATWTUJ,6,7,20,6,208,-123
A28QFBBCATWTUJ,6,7,20,7,185,-130
A28QFBBCATWTUJ,6,7,20,8,179,-111
A28QFBBCATWTUJ,6,7,20,9,196,-129
A28QFBBCATWTUJ,6,7,20,10,197,-98
A28QFBBCATWTUJ,6,7,20,11,181,-101
A28QFBBCATWTUJ,6,7,20,12,192,-116
A28QFBBCATWTUJ,6,7,20,13,206,-105
A28QFBBCATWTUJ,6,7,20,14,184,-162
A28QFBBCATWTUJ,6,7,20,15,197,-150
base6_8,6,8,1,1,218.17,116.37
base6_8,6,8,1,2,35.6,133.39
base6_8,6,8,1,3,-0.11,0.51
base6_8,6,8,1,4,166.7,-179.79
base6_8,6,8,1,5,16.34,72.81
base6_8,6,8,1,6,-118.92,-72.65
base6_8,6,8,1,7,73.62,85.51
base6_8,6,8,1,8,219.56,-80.94
base6_8,6,8,1,9,-24.95,-58.61
base6_8,6,8,1,10,-58.54,204.19
base6_8,6,8,1,11,-50.02,118.58
base6_8,6,8,1,12,131.74,17.22
base6_8,6,8,1,13,16.77,-16.69
base6_8,6,8,1,14,-0.62,-258.96
base6_8,6,8,1,15,101.51,-155.74
A1NUH91G6BZYPI,6,8,2,1,48,-249
A1NUH91G6BZYPI,6,8,2,2,115,-125
A1NUH91G6BZYPI,6,8,2,3,159,-158
A1NUH91G6BZYPI,6,8,2,4,228,-32
A1NUH91G6BZYPI,6,8,2,5,-123,-48
A1NUH91G6BZYPI,6,8,2,6,-35,-131
A1NUH91G6BZYPI,6,8,2,7,14,17
A1NUH91G6BZYPI,6,8,2,8,95,-7
A1NUH91G6BZYPI,6,8,2,9,45,-42
A1NUH91G6BZYPI,6,8,2,10,69,-35
A1NUH91G6BZYPI,6,8,2,11,51,115
A1NUH91G6BZYPI,6,8,2,12,149,59
A1NUH91G6BZYPI,6,8,2,13,136,155
A1NUH91G6BZYPI,6,8,2,14,-58,58
A1NUH91G6BZYPI,6,8,2,15,-94,-134
A6IJASDLKXW4U,6,8,3,1,53,-218
A6IJASDLKXW4U,6,8,3,2,-97,-104
A6IJASDLKXW4U,6,8,3,3,-123,-67
A6IJASDLKXW4U,6,8,3,4,-132,-12
A6IJASDLKXW4U,6,8,3,5,-50,-92
A6IJASDLKXW4U,6,8,3,6,165,164
A6IJASDLKXW4U,6,8,3,7,116,112
A6IJASDLKXW4U,6,8,3,8,137,126
A6IJASDLKXW4U,6,8,3,9,215,39
A6IJASDLKXW4U,6,8,3,10,51,-130
A6IJASDLKXW4U,6,8,3,11,114,-142
A6IJASDLKXW4U,6,8,3,12,150,-47
A6IJASDLKXW4U,6,8,3,13,30,-27
A6IJASDLKXW4U,6,8,3,14,-80,39
A6IJASDLKXW4U,6,8,3,15,-96,135
A35MON1LQL92VS,6,8,4,1,116,-203
A35MON1LQL92VS,6,8,4,2,87,-159
A35MON1LQL92VS,6,8,4,3,110,-120
A35MON1LQL92VS,6,8,4,4,152,130
A35MON1LQL92VS,6,8,4,5,158,84
A35MON1LQL92VS,6,8,4,6,209,43
A35MON1LQL92VS,6,8,4,7,117,-61
A35MON1LQL92VS,6,8,4,8,148,-38
A35MON1LQL92VS,6,8,4,9,-141,-29
A35MON1LQL92VS,6,8,4,10,-114,4
A35MON1LQL92VS,6,8,4,11,-103,42
A35MON1LQL92VS,6,8,4,12,-94,87
A35MON1LQL92VS,6,8,4,13,-17,-4
